# Метеостанция Симферополь (метеостанция),,, Россия, WMO_ID=33955,,,,,
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=33955&lang=ru,,,,,,,,,
# Пожалуйста,,, при использовании данных, любезно указывайте названный сайт.,,,,,
"# Информация предоставлена сайтом ""Расписание Погоды""",,, rp5.ru,,,,,,
# Кодировка: UTF-8,,,,,,,,,
,,,,,,,,,
time,month,hour,T,Po,U,DD,Ff,N,W
12.10.2014 18:00,10,18,17.8,738.1,57,20,1,75,0
12.10.2014 21:00,10,21,12.7,738.1,76,8,1,0,0
13.10.2014 00:00,10,0,11.6,738.1,81,14,1,95,0
13.10.2014 03:00,10,3,11.7,738.1,81,14,2,60,0
13.10.2014 06:00,10,6,11.8,737.7,75,12,2,60,0
13.10.2014 09:00,10,9,13.2,738.2,71,12,2,100,0
13.10.2014 12:00,10,12,18.6,738.2,60,28,1,95,0
13.10.2014 15:00,10,15,20.2,737.6,50,0,2,25,0
13.10.2014 18:00,10,18,18.7,737.7,53,4,1,5,0
13.10.2014 21:00,10,21,13.3,738.2,78,14,1,0,0
14.10.2014 00:00,10,0,11.4,738.1,84,14,2,0,0
14.10.2014 03:00,10,3,10.0,737.9,88,14,2,0,0
14.10.2014 06:00,10,6,10.4,737.9,86,12,2,0,0
14.10.2014 09:00,10,9,12.8,738.2,75,12,2,0,0
14.10.2014 12:00,10,12,20.2,737.9,47,24,1,5,0
14.10.2014 15:00,10,15,22.3,736.9,43,4,2,0,0
14.10.2014 18:00,10,18,17.4,737.1,63,24,2,0,0
14.10.2014 21:00,10,21,13.0,737.3,87,12,1,0,25
15.10.2014 00:00,10,0,10.9,737.0,90,14,1,0,25
15.10.2014 03:00,10,3,11.6,736.5,86,10,2,95,25
15.10.2014 06:00,10,6,11.0,736.7,90,0,1,60,0
15.10.2014 09:00,10,9,12.8,737.1,83,16,1,40,0
15.10.2014 12:00,10,12,18.9,736.8,57,24,1,25,0
15.10.2014 15:00,10,15,21.3,735.8,53,24,1,25,0
15.10.2014 18:00,10,18,15.6,736.2,79,24,2,40,0
15.10.2014 21:00,10,21,14.9,736.6,88,16,1,25,25
16.10.2014 00:00,10,0,12.0,735.8,95,16,1,0,25
16.10.2014 03:00,10,3,11.0,735.1,92,14,1,0,25
16.10.2014 06:00,10,6,10.5,734.5,88,14,1,0,0
16.10.2014 09:00,10,9,14.2,734.0,75,14,2,25,0
16.10.2014 12:00,10,12,21.4,732.9,47,22,3,100,0
16.10.2014 15:00,10,15,20.8,731.7,53,18,3,100,0
16.10.2014 18:00,10,18,19.1,731.5,64,18,3,100,0
16.10.2014 21:00,10,21,17.0,731.6,84,22,2,100,7
17.10.2014 00:00,10,0,15.6,731.5,94,22,2,100,25
17.10.2014 03:00,10,3,15.0,731.2,94,22,2,75,25
17.10.2014 06:00,10,6,13.6,731.9,94,0,1,100,0
17.10.2014 09:00,10,9,13.0,733.3,90,28,1,75,0
17.10.2014 12:00,10,12,16.2,733.5,66,22,1,60,0
17.10.2014 15:00,10,15,18.7,733.4,56,16,2,40,0
17.10.2014 18:00,10,18,15.4,733.8,74,24,2,25,25
17.10.2014 21:00,10,21,12.0,733.3,89,16,1,0,0
18.10.2014 00:00,10,0,12.4,732.6,82,14,1,75,7
18.10.2014 03:00,10,3,13.2,731.5,88,14,1,100,7
18.10.2014 06:00,10,6,13.4,729.5,93,12,1,100,12
18.10.2014 09:00,10,9,13.0,729.2,96,4,2,100,12
18.10.2014 12:00,10,12,11.9,730.9,94,4,3,100,7
18.10.2014 15:00,10,15,10.6,732.8,96,0,5,100,25
18.10.2014 18:00,10,18,8.3,735.5,89,0,5,100,15
18.10.2014 21:00,10,21,4.3,738.6,84,2,4,100,0
19.10.2014 00:00,10,0,2.4,740.4,83,0,4,100,0
19.10.2014 03:00,10,3,2.2,741.7,78,0,3,100,0
19.10.2014 06:00,10,6,1.3,742.8,78,0,2,100,0
19.10.2014 09:00,10,9,1.4,744.0,76,0,3,100,0
19.10.2014 12:00,10,12,3.6,744.6,62,2,2,75,0
19.10.2014 15:00,10,15,4.4,744.9,62,0,2,75,0
19.10.2014 18:00,10,18,2.9,745.0,67,4,1,0,0
19.10.2014 21:00,10,21,0.7,745.5,83,8,1,0,25
20.10.2014 00:00,10,0,-0.4,744.7,88,10,2,0,25
20.10.2014 03:00,10,3,0.0,743.7,92,14,2,0,0
20.10.2014 06:00,10,6,0.9,742.6,87,14,2,60,0
20.10.2014 09:00,10,9,5.1,742.0,80,16,2,25,0
20.10.2014 12:00,10,12,11.2,741.1,59,20,4,25,0
20.10.2014 15:00,10,15,12.6,739.1,55,24,4,25,0
20.10.2014 18:00,10,18,9.4,738.2,72,22,3,75,0
20.10.2014 21:00,10,21,7.8,737.8,79,18,2,0,0
21.10.2014 00:00,10,0,9.7,737.0,79,16,2,100,0
21.10.2014 03:00,10,3,9.4,736.0,79,16,2,25,0
21.10.2014 06:00,10,6,10.5,735.5,80,16,2,100,0
21.10.2014 09:00,10,9,13.0,735.1,75,16,2,75,0
21.10.2014 12:00,10,12,16.0,734.7,69,22,4,95,0
21.10.2014 15:00,10,15,17.0,733.6,68,20,3,100,0
21.10.2014 18:00,10,18,15.0,732.9,79,14,1,100,0
21.10.2014 21:00,10,21,13.3,733.0,83,22,1,100,45
22.10.2014 00:00,10,0,14.2,731.9,75,16,2,60,37
22.10.2014 03:00,10,3,12.6,732.4,84,22,1,100,0
22.10.2014 06:00,10,6,11.6,732.0,85,12,1,25,0
22.10.2014 09:00,10,9,13.6,732.0,76,12,2,25,0
22.10.2014 12:00,10,12,20.6,731.7,49,20,2,0,0
22.10.2014 15:00,10,15,21.1,730.8,55,0,2,25,0
22.10.2014 18:00,10,18,17.1,731.1,72,4,1,60,0
22.10.2014 21:00,10,21,12.7,731.6,80,12,2,0,0
23.10.2014 00:00,10,0,11.8,731.7,70,14,1,40,0
23.10.2014 03:00,10,3,11.7,732.0,69,14,2,0,0
23.10.2014 06:00,10,6,14.3,731.9,65,12,2,100,0
23.10.2014 09:00,10,9,16.0,732.8,67,12,1,100,0
23.10.2014 12:00,10,12,22.6,733.0,40,22,1,75,0
23.10.2014 15:00,10,15,22.4,732.6,46,4,1,60,0
23.10.2014 18:00,10,18,19.0,733.0,41,4,2,75,0
23.10.2014 21:00,10,21,17.4,733.4,41,10,2,75,0
24.10.2014 00:00,10,0,16.6,733.8,44,6,2,75,0
24.10.2014 03:00,10,3,11.2,733.8,84,6,4,0,0
24.10.2014 06:00,10,6,9.9,734.0,81,4,4,0,0
24.10.2014 09:00,10,9,8.5,735.2,82,6,5,100,0
24.10.2014 12:00,10,12,8.2,735.9,82,4,6,100,0
24.10.2014 15:00,10,15,7.6,737.4,83,8,4,100,0
24.10.2014 18:00,10,18,5.9,737.9,85,6,4,100,7
24.10.2014 21:00,10,21,4.8,738.7,89,6,6,100,7
25.10.2014 00:00,10,0,4.2,739.9,87,8,5,100,7
25.10.2014 03:00,10,3,3.4,740.8,86,6,4,100,25
25.10.2014 06:00,10,6,3.4,740.6,83,4,6,100,15
25.10.2014 09:00,10,9,2.8,741.1,86,4,6,100,0
25.10.2014 12:00,10,12,3.4,741.1,80,6,9,100,0
25.10.2014 15:00,10,15,4.6,741.8,65,6,7,75,0
25.10.2014 18:00,10,18,2.4,741.6,72,6,8,75,0
25.10.2014 21:00,10,21,2.3,742.2,60,8,9,0,0
26.10.2014 00:00,10,0,1.4,742.2,58,8,7,0,0
26.10.2014 03:00,10,3,1.5,742.3,42,8,5,0,0
26.10.2014 06:00,10,6,1.2,742.2,36,8,10,0,0
26.10.2014 09:00,10,9,1.8,742.6,33,8,6,75,0
26.10.2014 12:00,10,12,4.0,743.7,39,8,6,75,0
26.10.2014 15:00,10,15,5.1,743.6,57,8,7,75,0
26.10.2014 18:00,10,18,1.9,743.7,73,6,5,60,0
26.10.2014 21:00,10,21,1.3,744.0,69,6,5,0,0
27.10.2014 00:00,10,0,0.9,744.1,70,4,3,25,0
27.10.2014 03:00,10,3,0.8,743.7,72,4,3,25,0
27.10.2014 06:00,10,6,0.6,743.3,77,4,3,0,0
27.10.2014 09:00,10,9,1.2,743.0,72,4,4,60,0
27.10.2014 12:00,10,12,4.5,743.0,62,8,5,25,0
27.10.2014 15:00,10,15,5.7,742.9,62,8,6,25,0
27.10.2014 18:00,10,18,2.6,743.1,76,6,5,0,0
27.10.2014 21:00,10,21,3.0,743.3,73,6,5,0,0
28.10.2014 00:00,10,0,1.8,743.2,78,6,4,0,0
28.10.2014 03:00,10,3,1.2,743.2,83,8,4,0,0
28.10.2014 06:00,10,6,1.7,742.9,84,8,4,0,0
28.10.2014 09:00,10,9,3.0,743.4,80,8,3,40,0
28.10.2014 12:00,10,12,5.8,743.7,70,6,3,100,0
28.10.2014 15:00,10,15,7.2,743.4,71,4,3,100,0
28.10.2014 18:00,10,18,5.6,743.1,79,4,4,25,0
28.10.2014 21:00,10,21,3.4,743.3,90,12,1,0,0
29.10.2014 00:00,10,0,2.0,743.3,91,16,1,0,0
29.10.2014 03:00,10,3,1.8,743.0,91,14,1,0,0
29.10.2014 06:00,10,6,1.0,742.3,98,32,0,0,0
29.10.2014 09:00,10,9,3.8,742.4,90,32,0,0,0
29.10.2014 12:00,10,12,11.8,742.0,64,2,2,0,0
29.10.2014 15:00,10,15,13.0,741.2,61,4,3,0,0
29.10.2014 18:00,10,18,8.0,741.0,78,4,2,40,0
29.10.2014 21:00,10,21,5.2,740.4,88,8,1,0,0
30.10.2014 00:00,10,0,4.8,740.3,92,16,1,0,25
30.10.2014 03:00,10,3,3.7,740.0,93,14,1,40,25
30.10.2014 06:00,10,6,3.0,739.0,95,12,1,0,0
30.10.2014 09:00,10,9,5.7,738.4,88,20,1,25,0
30.10.2014 12:00,10,12,11.6,737.8,68,24,2,25,0
30.10.2014 15:00,10,15,11.8,737.0,66,2,2,25,0
30.10.2014 18:00,10,18,6.4,737.3,87,4,3,25,25
30.10.2014 21:00,10,21,5.1,737.2,97,4,2,100,25
31.10.2014 00:00,10,0,3.3,736.6,93,16,1,40,25
31.10.2014 03:00,10,3,1.9,736.6,95,14,1,0,0
31.10.2014 06:00,10,6,2.4,736.4,93,6,2,0,0
31.10.2014 09:00,10,9,6.6,736.8,90,8,3,95,0
31.10.2014 12:00,10,12,7.5,736.7,84,4,5,100,16
31.10.2014 15:00,10,15,8.4,736.4,84,6,4,100,0
31.10.2014 18:00,10,18,7.0,737.2,88,4,3,100,0
31.10.2014 21:00,10,21,6.8,737.7,84,8,2,100,0
01.11.2014 00:00,11,0,6.8,737.2,83,4,1,100,0
01.11.2014 03:00,11,3,6.1,737.4,91,4,1,100,25
01.11.2014 06:00,11,6,6.4,737.2,93,2,1,100,25
01.11.2014 09:00,11,9,5.9,738.0,92,0,1,75,0
01.11.2014 12:00,11,12,9.7,737.9,64,28,2,95,0
01.11.2014 15:00,11,15,8.4,738.1,64,26,3,100,0
01.11.2014 18:00,11,18,5.6,739.1,76,28,3,100,0
01.11.2014 21:00,11,21,3.3,740.2,78,28,2,100,0
02.11.2014 00:00,11,0,2.9,740.3,81,28,1,100,0
02.11.2014 03:00,11,3,2.2,740.0,82,26,1,100,0
02.11.2014 06:00,11,6,1.3,740.1,85,28,1,100,0
02.11.2014 09:00,11,9,0.8,741.5,79,2,2,100,0
02.11.2014 12:00,11,12,4.2,741.6,46,28,3,75,0
02.11.2014 15:00,11,15,4.7,741.6,49,0,2,100,0
02.11.2014 18:00,11,18,3.2,742.6,60,0,1,25,0
02.11.2014 21:00,11,21,0.1,743.8,78,14,1,100,0
03.11.2014 00:00,11,0,-0.6,744.2,82,12,1,40,0
03.11.2014 03:00,11,3,-2.2,744.3,82,12,2,0,0
03.11.2014 06:00,11,6,-3.4,744.4,86,14,2,0,0
03.11.2014 09:00,11,9,-1.8,745.0,80,12,1,0,0
03.11.2014 12:00,11,12,4.3,744.8,54,24,1,25,0
03.11.2014 15:00,11,15,5.5,743.8,43,24,2,25,0
03.11.2014 18:00,11,18,2.9,743.8,54,2,1,0,0
03.11.2014 21:00,11,21,-0.3,744.2,66,12,1,0,0
04.11.2014 00:00,11,0,-1.2,744.3,71,12,2,0,0
04.11.2014 03:00,11,3,-1.5,743.8,66,12,2,75,0
04.11.2014 06:00,11,6,0.7,743.8,57,12,1,100,0
04.11.2014 09:00,11,9,0.4,744.0,49,10,2,40,0
04.11.2014 12:00,11,12,8.2,744.2,20,0,1,95,0
04.11.2014 15:00,11,15,11.1,743.7,21,0,1,0,0
04.11.2014 18:00,11,18,6.9,743.8,45,2,1,0,0
04.11.2014 21:00,11,21,2.5,744.1,64,12,2,0,0
05.11.2014 00:00,11,0,1.5,743.7,57,12,3,0,0
05.11.2014 03:00,11,3,1.0,743.3,56,12,3,0,0
05.11.2014 06:00,11,6,2.4,742.8,48,14,2,0,0
05.11.2014 09:00,11,9,3.7,743.2,47,12,1,0,0
05.11.2014 12:00,11,12,15.8,743.1,17,4,2,0,0
05.11.2014 15:00,11,15,17.6,742.7,22,28,1,0,0
05.11.2014 18:00,11,18,11.4,743.1,44,24,1,25,0
05.11.2014 21:00,11,21,5.9,743.3,57,16,1,0,0
06.11.2014 00:00,11,0,5.6,743.4,49,14,2,0,0
06.11.2014 03:00,11,3,4.4,743.3,46,14,2,0,0
06.11.2014 06:00,11,6,5.2,743.6,40,14,3,0,0
06.11.2014 09:00,11,9,8.4,744.2,30,12,1,0,0
06.11.2014 12:00,11,12,17.4,744.1,24,10,1,0,0
06.11.2014 15:00,11,15,19.6,743.3,21,24,3,0,0
06.11.2014 18:00,11,18,12.9,743.5,50,14,1,0,0
06.11.2014 21:00,11,21,9.3,743.7,52,14,3,0,0
07.11.2014 00:00,11,0,6.4,743.8,62,16,2,60,0
07.11.2014 03:00,11,3,6.1,743.6,62,16,2,75,0
07.11.2014 06:00,11,6,4.9,743.6,73,16,2,25,0
07.11.2014 09:00,11,9,9.7,743.7,63,12,3,0,0
07.11.2014 12:00,11,12,17.9,742.9,34,24,2,0,0
07.11.2014 15:00,11,15,19.5,741.9,36,20,2,0,0
07.11.2014 18:00,11,18,14.6,742.0,52,4,1,0,0
07.11.2014 21:00,11,21,11.0,742.0,65,10,2,0,0
08.11.2014 00:00,11,0,9.9,741.7,69,14,2,0,0
08.11.2014 03:00,11,3,8.6,741.4,70,12,2,0,0
08.11.2014 06:00,11,6,10.1,741.4,60,12,2,0,0
08.11.2014 09:00,11,9,11.2,741.7,49,12,2,0,0
08.11.2014 12:00,11,12,20.4,741.4,32,32,0,5,0
08.11.2014 15:00,11,15,21.4,740.8,24,0,2,75,0
08.11.2014 18:00,11,18,16.1,740.9,42,10,1,75,0
08.11.2014 21:00,11,21,12.9,741.1,39,16,2,0,0
09.11.2014 00:00,11,0,13.2,740.8,37,12,1,40,0
09.11.2014 03:00,11,3,11.4,740.1,42,12,1,0,0
09.11.2014 06:00,11,6,10.7,739.2,37,14,2,100,0
09.11.2014 09:00,11,9,10.2,739.4,54,14,2,95,0
09.11.2014 12:00,11,12,19.4,739.4,26,28,1,95,0
09.11.2014 15:00,11,15,23.2,738.5,22,18,1,60,0
09.11.2014 18:00,11,18,15.3,738.7,45,8,1,40,0
09.11.2014 21:00,11,21,13.9,738.9,29,12,3,0,0
10.11.2014 00:00,11,0,7.8,739.3,44,14,2,25,0
10.11.2014 03:00,11,3,9.1,739.6,44,16,2,75,0
10.11.2014 06:00,11,6,9.5,739.4,47,12,2,100,0
10.11.2014 09:00,11,9,8.7,740.1,54,14,2,95,0
10.11.2014 12:00,11,12,15.2,740.2,38,24,1,100,0
10.11.2014 15:00,11,15,16.4,740.0,49,24,1,100,0
10.11.2014 18:00,11,18,12.1,741.0,75,24,2,100,25
10.11.2014 21:00,11,21,10.0,741.1,91,32,0,75,0
11.11.2014 00:00,11,0,7.8,741.5,84,16,1,95,29
11.11.2014 03:00,11,3,7.8,742.0,99,24,1,100,25
11.11.2014 06:00,11,6,8.4,742.3,93,16,1,75,25
11.11.2014 09:00,11,9,7.9,742.7,91,16,1,100,0
11.11.2014 12:00,11,12,10.4,743.0,80,20,1,100,0
11.11.2014 15:00,11,15,12.4,742.5,71,24,2,60,0
11.11.2014 18:00,11,18,9.2,742.5,87,4,1,75,25
11.11.2014 21:00,11,21,8.8,742.8,90,0,1,100,25
12.11.2014 00:00,11,0,7.1,742.1,94,6,1,100,25
12.11.2014 03:00,11,3,6.5,742.2,97,16,1,100,40
12.11.2014 06:00,11,6,5.3,742.0,99,12,1,100,25
12.11.2014 09:00,11,9,4.7,742.0,97,8,2,100,0
12.11.2014 12:00,11,12,9.1,741.4,80,4,1,40,0
12.11.2014 15:00,11,15,13.5,740.6,62,28,2,0,0
12.11.2014 18:00,11,18,9.5,740.8,82,24,1,75,25
12.11.2014 21:00,11,21,9.3,740.0,88,6,1,75,25
13.11.2014 00:00,11,0,4.1,739.5,95,10,1,0,25
13.11.2014 03:00,11,3,3.7,739.5,91,16,1,75,40
13.11.2014 06:00,11,6,5.0,738.8,99,32,0,100,10
13.11.2014 09:00,11,9,4.6,739.0,99,8,1,100,25
13.11.2014 12:00,11,12,6.2,738.6,90,26,1,100,45
13.11.2014 15:00,11,15,11.2,737.5,70,24,1,0,0
13.11.2014 18:00,11,18,7.4,737.5,90,28,1,25,29
13.11.2014 21:00,11,21,5.8,737.9,99,4,1,100,24
14.11.2014 00:00,11,0,4.6,737.9,99,14,1,100,25
14.11.2014 03:00,11,3,0.9,737.8,94,16,1,0,0
14.11.2014 06:00,11,6,1.5,737.5,94,6,1,0,0
14.11.2014 09:00,11,9,2.5,737.5,89,12,1,25,0
14.11.2014 12:00,11,12,13.0,737.3,60,0,1,25,0
14.11.2014 15:00,11,15,16.1,736.8,46,6,3,25,0
14.11.2014 18:00,11,18,10.2,737.2,73,4,3,25,0
14.11.2014 21:00,11,21,7.4,737.7,75,4,2,0,0
15.11.2014 00:00,11,0,10.8,737.4,48,8,3,0,0
15.11.2014 03:00,11,3,6.1,737.6,72,0,1,0,0
15.11.2014 06:00,11,6,5.6,737.6,79,2,3,0,0
15.11.2014 09:00,11,9,6.2,738.2,82,4,3,0,0
15.11.2014 12:00,11,12,8.8,738.1,75,2,4,0,0
15.11.2014 15:00,11,15,7.8,737.3,75,4,6,25,0
15.11.2014 18:00,11,18,5.9,737.8,85,6,6,75,0
15.11.2014 21:00,11,21,6.1,738.3,79,6,5,25,0
16.11.2014 00:00,11,0,5.8,738.0,84,6,3,0,0
16.11.2014 03:00,11,3,4.5,738.0,85,8,2,25,0
16.11.2014 06:00,11,6,5.8,737.8,87,4,4,100,0
16.11.2014 09:00,11,9,6.1,738.2,90,4,3,75,0
16.11.2014 12:00,11,12,9.2,738.2,71,6,3,5,0
16.11.2014 15:00,11,15,8.4,738.1,76,4,4,5,0
16.11.2014 18:00,11,18,5.9,738.4,90,6,3,100,25
16.11.2014 21:00,11,21,5.3,738.7,92,8,2,100,0
17.11.2014 00:00,11,0,5.2,739.0,86,10,1,100,0
17.11.2014 03:00,11,3,6.3,738.8,87,6,1,100,0
17.11.2014 06:00,11,6,6.9,738.8,85,12,1,100,0
17.11.2014 09:00,11,9,7.8,739.5,82,16,1,100,0
17.11.2014 12:00,11,12,10.3,738.8,76,32,0,100,0
17.11.2014 15:00,11,15,9.2,738.7,76,6,2,100,0
17.11.2014 18:00,11,18,8.5,738.2,79,6,2,100,0
17.11.2014 21:00,11,21,6.7,739.0,88,4,1,100,0
18.11.2014 00:00,11,0,7.2,739.1,84,12,1,100,50
18.11.2014 03:00,11,3,8.0,738.9,88,8,1,100,25
18.11.2014 06:00,11,6,7.8,739.2,90,10,1,100,15
18.11.2014 09:00,11,9,7.5,740.2,92,14,1,100,0
18.11.2014 12:00,11,12,11.5,740.4,73,24,1,100,0
18.11.2014 15:00,11,15,11.1,740.5,75,2,2,100,0
18.11.2014 18:00,11,18,9.6,741.1,83,2,1,100,0
18.11.2014 21:00,11,21,10.0,741.5,86,32,0,100,0
19.11.2014 00:00,11,0,10.1,741.7,83,12,2,100,0
19.11.2014 03:00,11,3,8.9,741.6,85,10,1,0,0
19.11.2014 06:00,11,6,7.6,741.5,84,14,1,40,0
19.11.2014 09:00,11,9,8.2,741.5,84,12,3,100,0
19.11.2014 12:00,11,12,12.2,741.5,73,24,1,100,11
19.11.2014 15:00,11,15,12.3,741.0,74,2,1,100,0
19.11.2014 18:00,11,18,12.5,740.5,67,14,1,100,0
19.11.2014 21:00,11,21,12.4,739.6,69,12,2,100,0
20.11.2014 00:00,11,0,12.8,738.5,67,8,3,25,0
20.11.2014 03:00,11,3,14.1,737.4,60,8,3,0,0
20.11.2014 06:00,11,6,14.1,736.3,57,12,3,0,0
20.11.2014 09:00,11,9,14.2,736.3,61,14,3,75,0
20.11.2014 12:00,11,12,17.6,735.7,45,12,4,75,0
20.11.2014 15:00,11,15,17.7,735.4,49,8,2,75,0
20.11.2014 18:00,11,18,14.0,735.7,58,8,3,95,0
20.11.2014 21:00,11,21,13.5,735.3,62,8,4,0,0
21.11.2014 00:00,11,0,14.2,735.3,49,10,3,0,0
21.11.2014 03:00,11,3,8.5,735.0,72,4,3,100,0
21.11.2014 06:00,11,6,7.1,734.6,79,0,1,100,7
21.11.2014 09:00,11,9,6.2,735.3,90,4,1,100,7
21.11.2014 12:00,11,12,7.4,735.6,88,2,1,100,11
21.11.2014 15:00,11,15,7.9,735.8,89,0,1,100,40
21.11.2014 18:00,11,18,6.2,736.3,95,2,1,100,25
21.11.2014 21:00,11,21,5.5,736.3,91,0,1,100,25
22.11.2014 00:00,11,0,4.5,737.0,89,4,2,100,0
22.11.2014 03:00,11,3,2.6,736.7,89,6,3,100,0
22.11.2014 06:00,11,6,1.7,736.5,87,6,4,100,0
22.11.2014 09:00,11,9,1.2,737.7,85,6,4,100,0
22.11.2014 12:00,11,12,3.2,738.5,76,8,5,100,0
22.11.2014 15:00,11,15,2.6,739.3,76,6,5,100,0
22.11.2014 18:00,11,18,0.1,741.0,74,8,3,40,0
22.11.2014 21:00,11,21,0.5,741.4,77,6,4,95,0
23.11.2014 00:00,11,0,0.7,742.0,77,6,4,75,0
23.11.2014 03:00,11,3,-0.1,742.3,78,8,4,0,0
23.11.2014 06:00,11,6,-0.3,742.5,82,6,3,0,0
23.11.2014 09:00,11,9,0.3,743.4,81,8,3,40,0
23.11.2014 12:00,11,12,5.6,744.1,27,4,4,40,0
23.11.2014 15:00,11,15,6.2,744.0,30,4,3,25,0
23.11.2014 18:00,11,18,2.3,744.6,49,8,1,75,0
23.11.2014 21:00,11,21,-0.8,745.0,55,8,2,0,0
24.11.2014 00:00,11,0,-0.2,744.8,33,8,2,0,0
24.11.2014 03:00,11,3,-1.3,744.4,69,0,1,0,0
24.11.2014 06:00,11,6,-0.5,744.4,72,4,3,0,0
24.11.2014 09:00,11,9,-0.4,744.6,80,4,2,75,0
24.11.2014 12:00,11,12,2.2,744.5,74,6,4,75,0
24.11.2014 15:00,11,15,1.4,744.0,78,6,5,95,0
24.11.2014 18:00,11,18,0.8,744.1,72,8,4,100,0
24.11.2014 21:00,11,21,0.2,744.0,73,6,5,100,0
25.11.2014 00:00,11,0,-0.9,743.9,82,8,4,100,0
25.11.2014 03:00,11,3,-1.6,743.5,81,4,4,100,0
25.11.2014 06:00,11,6,-2.7,743.1,84,6,4,100,0
25.11.2014 09:00,11,9,-2.6,743.2,91,6,4,100,15
25.11.2014 12:00,11,12,-2.2,742.6,88,4,6,100,15
25.11.2014 15:00,11,15,-1.3,741.9,86,8,6,100,0
25.11.2014 18:00,11,18,-0.7,741.7,90,6,4,95,0
25.11.2014 21:00,11,21,-0.4,741.1,88,8,5,100,0
26.11.2014 00:00,11,0,-0.3,741.1,88,6,4,100,0
26.11.2014 03:00,11,3,-0.7,740.5,90,6,3,100,0
26.11.2014 06:00,11,6,-0.6,740.1,90,8,4,100,0
26.11.2014 09:00,11,9,-0.6,740.2,92,6,2,100,16
26.11.2014 12:00,11,12,0.2,740.0,84,6,3,100,15
26.11.2014 15:00,11,15,0.3,739.8,84,6,4,100,0
26.11.2014 18:00,11,18,-1.6,739.9,92,2,2,100,6
26.11.2014 21:00,11,21,-2.0,740.0,96,4,4,100,15
27.11.2014 00:00,11,0,-2.2,740.0,96,6,2,100,6
27.11.2014 03:00,11,3,-3.1,739.9,97,4,3,100,16
27.11.2014 06:00,11,6,-2.7,740.0,91,6,3,100,4
27.11.2014 09:00,11,9,-2.2,740.6,96,2,2,100,28
27.11.2014 12:00,11,12,-1.4,741.0,90,2,1,100,25
27.11.2014 15:00,11,15,-1.4,741.1,94,4,2,100,25
27.11.2014 18:00,11,18,-1.6,741.7,96,2,2,100,20
27.11.2014 21:00,11,21,-1.7,742.2,98,4,1,100,25
28.11.2014 00:00,11,0,-1.4,742.5,96,32,0,100,25
28.11.2014 03:00,11,3,-0.9,742.8,90,24,1,100,0
28.11.2014 06:00,11,6,-0.2,743.2,78,14,1,100,0
28.11.2014 09:00,11,9,0.3,744.1,84,32,0,100,0
28.11.2014 12:00,11,12,2.2,744.2,72,32,0,100,0
28.11.2014 15:00,11,15,2.6,744.1,65,8,2,100,0
28.11.2014 18:00,11,18,1.6,744.4,69,4,2,100,0
28.11.2014 21:00,11,21,1.7,744.3,80,10,1,100,0
29.11.2014 00:00,11,0,2.6,744.2,72,16,1,95,7
29.11.2014 03:00,11,3,2.9,743.4,86,14,1,100,7
29.11.2014 06:00,11,6,3.4,742.3,86,14,1,100,50
29.11.2014 09:00,11,9,3.9,741.7,92,10,2,100,11
29.11.2014 12:00,11,12,6.1,740.8,87,16,2,100,11
29.11.2014 15:00,11,15,6.6,739.1,88,16,1,100,7
29.11.2014 18:00,11,18,5.9,738.6,95,24,3,100,20
29.11.2014 21:00,11,21,2.0,738.9,97,24,3,100,25
30.11.2014 00:00,11,0,-0.1,739.0,96,24,3,100,25
30.11.2014 03:00,11,3,-0.6,738.7,96,24,3,100,4
30.11.2014 06:00,11,6,-0.5,738.3,94,24,2,100,4
30.11.2014 09:00,11,9,-0.7,738.7,97,0,1,100,28
30.11.2014 12:00,11,12,-0.8,738.7,95,0,2,100,29
30.11.2014 15:00,11,15,-0.8,739.0,95,28,1,100,25
30.11.2014 18:00,11,18,-1.2,739.2,96,0,1,100,28
30.11.2014 21:00,11,21,-1.5,739.8,94,0,1,100,28
01.12.2014 00:00,12,0,-3.0,739.9,97,28,1,100,16
01.12.2014 03:00,12,3,-3.3,740.0,95,28,1,100,28
01.12.2014 06:00,12,6,-4.0,740.6,91,28,1,100,15
01.12.2014 09:00,12,9,-4.0,741.5,89,28,2,100,25
01.12.2014 12:00,12,12,-3.6,742.1,90,0,1,100,25
01.12.2014 15:00,12,15,-4.1,742.6,91,28,1,100,25
01.12.2014 18:00,12,18,-4.3,743.8,89,6,1,100,25
01.12.2014 21:00,12,21,-4.9,744.7,91,4,2,0,0
02.12.2014 00:00,12,0,-6.7,743.7,86,14,1,0,0
02.12.2014 03:00,12,3,-7.6,743.2,87,8,1,60,0
02.12.2014 06:00,12,6,-6.0,742.4,89,6,1,100,0
02.12.2014 09:00,12,9,-2.7,742.3,91,4,1,100,0
02.12.2014 12:00,12,12,-0.6,742.1,70,6,3,100,0
02.12.2014 15:00,12,15,-1.0,741.6,77,6,4,95,0
02.12.2014 18:00,12,18,-1.6,742.3,76,4,4,100,0
02.12.2014 21:00,12,21,-2.1,743.2,79,6,4,100,0
03.12.2014 00:00,12,0,-2.2,744.4,79,6,4,100,0
03.12.2014 03:00,12,3,-2.8,745.2,71,6,3,100,0
03.12.2014 06:00,12,6,-3.6,745.3,72,6,3,25,0
03.12.2014 09:00,12,9,-4.9,746.1,74,2,2,0,0
03.12.2014 12:00,12,12,-0.2,746.3,63,4,3,0,0
